Hydrophobicity cutoff,Blob length,Blob hydrophobicity  class,total SNPs,Enrichment,p value,color
0.33,45,h,34,0.62,0.121,"rgb(248.80392156862746, 151.80392156862746, 151.80392156862746)"
0.33,46,h,81,1.9,5.52e-05,"rgb(23.05882352941176, 23.05882352941176, 254.05882352941177)"
0.33,47,h,54,1.76,0.0038,"rgb(57.64705882352943, 57.64705882352943, 252.64705882352942)"
0.33,48,h,88,2.28,4.24e-08,"rgb(0.0, 0.0, 255.0)"
0.33,49,h,30,0.65,0.201,"rgb(248.49019607843135, 159.49019607843138, 159.49019607843138)"
0.33,50,h,46,1.42,0.0869,"rgb(142.19607843137257, 142.19607843137257, 249.19607843137254)"
0.33,51,h,47,1.62,0.0234,"rgb(92.23529411764707, 92.23529411764707, 251.23529411764707)"
0.33,52,h,39,2.09,0.000964,"rgb(0.0, 0.0, 255.0)"
0.33,53,h,45,1.25,0.282,"rgb(182.54901960784315, 182.54901960784315, 247.54901960784315)"
0.33,54,h,26,0.96,1.0,"rgb(245.4313725490196, 234.4313725490196, 234.4313725490196)"
0.33,55,h,32,1.31,0.254,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.33,56,h,23,1.0,0.874,"rgb(244.0392156862745, 244.0392156862745, 245.03921568627453)"
0.33,57,h,24,2.61,0.000636,"rgb(0.0, 0.0, 255.0)"
0.33,58,h,29,0.21,7.84e-05,"rgb(252.9607843137255, 49.96078431372549, 49.96078431372549)"
0.33,59,h,16,2.87,0.00205,"rgb(0.0, 0.0, 255.0)"
0.33,60,h,20,0.44,0.0538,"rgb(250.6078431372549, 107.6078431372549, 107.6078431372549)"
0.33,61,h,36,3.39,1.59e-07,"rgb(0.0, 0.0, 255.0)"
0.33,62,h,20,0.23,0.00202,"rgb(252.72549019607843, 55.72549019607843, 55.72549019607843)"
0.33,63,h,13,0.24,0.0227,"rgb(252.64705882352942, 57.64705882352941, 57.64705882352941)"
0.33,65,h,11,2.28,0.0369,"rgb(0.0, 0.0, 255.0)"
0.33,66,h,10,1.96,0.137,"rgb(9.607843137254905, 9.607843137254905, 254.60784313725492)"
0.33,67,h,6,2.61,0.0698,"rgb(0.0, 0.0, 255.0)"
0.33,68,h,5,0.33,0.385,"rgb(251.70588235294116, 80.70588235294117, 80.70588235294117)"
0.33,69,h,80,19.58,4.769999999999999e-68,"rgb(0.0, 0.0, 255.0)"
0.33,70,h,14,2.35,0.0167,"rgb(0.0, 0.0, 255.0)"
0.33,71,h,6,0.65,0.776,"rgb(248.49019607843135, 159.49019607843138, 159.49019607843138)"
0.33,72,h,3,0.65,1.0,"rgb(248.49019607843135, 159.49019607843138, 159.49019607843138)"
0.33,73,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.33,74,h,4,0.44,0.735,"rgb(250.6078431372549, 107.6078431372549, 107.6078431372549)"
0.33,75,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.33,76,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.33,77,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.33,78,h,15,2.61,0.00612,"rgb(0.0, 0.0, 255.0)"
0.33,79,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.33,80,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.33,82,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.33,83,h,65,19.9,4.3e-56,"rgb(0.0, 0.0, 255.0)"
0.33,85,h,5,0.87,1.0,"rgb(246.29411764705884, 213.29411764705884, 213.29411764705884)"
0.33,87,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.33,88,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.33,90,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.33,91,h,16,0.78,0.717,"rgb(247.23529411764704, 190.23529411764704, 190.23529411764704)"
0.33,94,h,4,1.31,0.669,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.33,97,h,4,0.0,0.0835,"rgb(255.0, 0.0, 0.0)"
0.33,100,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.34,1,h,1121,0.79,3.31e-07,"rgb(247.078431372549, 194.078431372549, 194.078431372549)"
0.34,2,h,856,0.79,1.77e-05,"rgb(247.078431372549, 194.078431372549, 194.078431372549)"
0.34,3,h,4262,0.77,4.74e-28,"rgb(247.3137254901961, 188.31372549019605, 188.31372549019605)"
0.34,4,h,3082,0.87,7.64e-07,"rgb(246.29411764705884, 213.29411764705884, 213.29411764705884)"
0.34,5,h,3145,0.84,5.44e-11,"rgb(246.60784313725492, 205.60784313725492, 205.60784313725492)"
0.34,6,h,3709,1.02,0.389,"rgb(240.19607843137254, 240.19607843137254, 245.19607843137257)"
0.34,7,h,3239,1.01,0.593,"rgb(242.11764705882354, 242.11764705882354, 245.11764705882354)"
0.34,8,h,2927,1.0,0.909,"rgb(244.0392156862745, 244.0392156862745, 245.03921568627453)"
0.34,9,h,2729,0.98,0.452,"rgb(245.19607843137257, 240.19607843137254, 240.19607843137254)"
0.34,10,h,2556,1.15,2.07e-06,"rgb(207.52941176470588, 207.52941176470588, 246.52941176470588)"
0.34,11,h,2210,1.09,0.00829,"rgb(222.90196078431373, 222.90196078431373, 245.90196078431373)"
0.34,12,h,1798,1.07,0.0606,"rgb(228.66666666666669, 228.66666666666669, 245.66666666666669)"
0.34,13,h,1692,1.26,5.23e-11,"rgb(180.62745098039215, 180.62745098039215, 247.62745098039218)"
0.34,14,h,1409,0.93,0.0985,"rgb(245.66666666666669, 228.66666666666669, 228.66666666666669)"
0.34,15,h,1280,1.08,0.0581,"rgb(224.82352941176472, 224.82352941176472, 245.8235294117647)"
0.34,16,h,984,1.08,0.0966,"rgb(224.82352941176472, 224.82352941176472, 245.8235294117647)"
0.34,17,h,957,1.13,0.0111,"rgb(213.2941176470588, 213.2941176470588, 246.29411764705884)"
0.34,18,h,926,1.27,1.05e-06,"rgb(178.7058823529412, 178.7058823529412, 247.7058823529412)"
0.34,19,h,805,1.25,1.63e-05,"rgb(182.54901960784315, 182.54901960784315, 247.54901960784315)"
0.34,20,h,721,1.42,7.92e-11,"rgb(142.19607843137257, 142.19607843137257, 249.19607843137254)"
0.34,21,h,748,1.44,8.59e-12,"rgb(136.4313725490196, 136.4313725490196, 249.4313725490196)"
0.34,22,h,634,1.41,3.18e-09,"rgb(144.1176470588236, 144.1176470588236, 249.11764705882354)"
0.34,23,h,578,1.72,8.68e-20,"rgb(67.25490196078434, 67.25490196078434, 252.25490196078434)"
0.34,24,h,492,1.11,0.122,"rgb(217.1372549019608, 217.1372549019608, 246.13725490196077)"
0.34,25,h,520,1.11,0.108,"rgb(217.1372549019608, 217.1372549019608, 246.13725490196077)"
0.34,26,h,505,1.45,8.33e-09,"rgb(134.50980392156865, 134.50980392156865, 249.50980392156862)"
0.34,27,h,417,1.54,9.57e-10,"rgb(111.45098039215688, 111.45098039215688, 250.45098039215685)"
0.34,28,h,442,1.19,0.0128,"rgb(197.921568627451, 197.921568627451, 246.921568627451)"
0.34,29,h,430,1.54,4.83e-10,"rgb(111.45098039215688, 111.45098039215688, 250.45098039215685)"
0.34,30,h,417,1.26,0.00124,"rgb(180.62745098039215, 180.62745098039215, 247.62745098039218)"
0.34,31,h,350,1.18,0.0385,"rgb(199.84313725490196, 199.84313725490196, 246.84313725490196)"
0.34,32,h,277,1.15,0.108,"rgb(207.52941176470588, 207.52941176470588, 246.52941176470588)"
0.34,33,h,201,1.37,0.00214,"rgb(153.72549019607843, 153.72549019607843, 248.72549019607845)"
0.34,34,h,184,0.96,0.781,"rgb(245.4313725490196, 234.4313725490196, 234.4313725490196)"
0.34,35,h,164,1.63,1.63e-05,"rgb(90.31372549019609, 90.31372549019609, 251.31372549019608)"
0.34,36,h,173,1.26,0.0378,"rgb(180.62745098039215, 180.62745098039215, 247.62745098039218)"
0.34,37,h,135,1.54,0.000603,"rgb(111.45098039215688, 111.45098039215688, 250.45098039215685)"
0.34,38,h,116,1.45,0.00542,"rgb(134.50980392156865, 134.50980392156865, 249.50980392156862)"
0.34,39,h,98,2.35,2.73e-09,"rgb(0.0, 0.0, 255.0)"
0.34,40,h,79,0.84,0.408,"rgb(246.60784313725492, 205.60784313725492, 205.60784313725492)"
0.34,41,h,56,1.22,0.288,"rgb(190.23529411764704, 190.23529411764704, 247.23529411764704)"
0.34,42,h,52,0.96,1.0,"rgb(245.4313725490196, 234.4313725490196, 234.4313725490196)"
0.34,43,h,37,1.24,0.356,"rgb(186.3921568627451, 186.3921568627451, 247.3921568627451)"
0.34,44,h,70,3.26,1.89e-12,"rgb(0.0, 0.0, 255.0)"
0.34,45,h,25,0.87,0.769,"rgb(246.29411764705884, 213.29411764705884, 213.29411764705884)"
0.34,46,h,75,1.75,0.000757,"rgb(59.5686274509804, 59.5686274509804, 252.5686274509804)"
0.34,47,h,64,1.58,0.0104,"rgb(101.84313725490195, 101.84313725490195, 250.84313725490196)"
0.34,48,h,71,2.72,1.78e-09,"rgb(0.0, 0.0, 255.0)"
0.34,49,h,27,0.37,0.00818,"rgb(251.31372549019608, 90.31372549019609, 90.31372549019609)"
0.34,50,h,39,1.52,0.0583,"rgb(117.2156862745098, 117.2156862745098, 250.2156862745098)"
0.34,51,h,49,1.06,0.741,"rgb(230.58823529411765, 230.58823529411765, 245.58823529411765)"
0.34,52,h,30,1.96,0.00758,"rgb(9.607843137254905, 9.607843137254905, 254.60784313725492)"
0.34,53,h,41,1.51,0.0642,"rgb(119.1372549019608, 119.1372549019608, 250.1372549019608)"
0.34,54,h,26,1.31,0.337,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.34,55,h,23,1.2,0.507,"rgb(196.0, 196.0, 247.0)"
0.34,56,h,18,1.63,0.15,"rgb(90.31372549019609, 90.31372549019609, 251.31372549019608)"
0.34,57,h,18,6.53,2.36e-08,"rgb(0.0, 0.0, 255.0)"
0.34,58,h,24,0.34,0.00806,"rgb(251.62745098039215, 82.62745098039215, 82.62745098039215)"
0.34,59,h,16,2.87,0.00205,"rgb(0.0, 0.0, 255.0)"
0.34,60,h,15,1.49,0.271,"rgb(124.90196078431373, 124.90196078431373, 249.90196078431373)"
0.34,61,h,36,2.61,3.4e-05,"rgb(0.0, 0.0, 255.0)"
0.34,62,h,10,0.15,0.0194,"rgb(253.50980392156865, 36.509803921568626, 36.509803921568626)"
0.34,63,h,14,0.22,0.0119,"rgb(252.80392156862746, 53.80392156862745, 53.80392156862745)"
0.34,64,h,11,13.05,9.59e-09,"rgb(0.0, 0.0, 255.0)"
0.34,65,h,9,10.44,1.49e-06,"rgb(0.0, 0.0, 255.0)"
0.34,66,h,2,1.31,0.535,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.34,68,h,60,18.27,1.15e-49,"rgb(0.0, 0.0, 255.0)"
0.34,69,h,30,18.27,1.15e-25,"rgb(0.0, 0.0, 255.0)"
0.34,70,h,7,0.22,0.101,"rgb(252.80392156862746, 53.80392156862745, 53.80392156862745)"
0.34,71,h,6,0.65,0.776,"rgb(248.49019607843135, 159.49019607843138, 159.49019607843138)"
0.34,73,h,3,0.65,1.0,"rgb(248.49019607843135, 159.49019607843138, 159.49019607843138)"
0.34,74,h,2,1.31,0.535,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.34,75,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.34,76,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.34,78,h,11,5.87,3.27e-05,"rgb(0.0, 0.0, 255.0)"
0.34,79,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.34,80,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.34,81,h,44,56.12,8.11e-59,"rgb(0.0, 0.0, 255.0)"
0.34,82,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.34,83,h,21,7.83,5.7e-11,"rgb(0.0, 0.0, 255.0)"
0.34,85,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.34,86,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.34,87,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.34,88,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.34,90,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.34,91,h,16,0.78,0.717,"rgb(247.23529411764704, 190.23529411764704, 190.23529411764704)"
0.34,94,h,4,1.31,0.669,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.34,100,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.35,1,h,1127,0.79,2.83e-07,"rgb(247.078431372549, 194.078431372549, 194.078431372549)"
0.35,2,h,898,0.83,0.000232,"rgb(246.68627450980392, 203.68627450980392, 203.68627450980392)"
0.35,3,h,4298,0.77,1.97e-30,"rgb(247.3137254901961, 188.31372549019605, 188.31372549019605)"
0.35,4,h,3134,0.87,1.32e-07,"rgb(246.29411764705884, 213.29411764705884, 213.29411764705884)"
0.35,5,h,3177,0.84,3.31e-10,"rgb(246.60784313725492, 205.60784313725492, 205.60784313725492)"
0.35,6,h,3723,1.03,0.207,"rgb(238.27450980392157, 238.27450980392157, 245.27450980392157)"
0.35,7,h,3232,1.0,1.0,"rgb(244.0392156862745, 244.0392156862745, 245.03921568627453)"
0.35,8,h,2916,0.99,0.819,"rgb(245.11764705882354, 242.11764705882356, 242.11764705882356)"
0.35,9,h,2749,0.99,0.791,"rgb(245.11764705882354, 242.11764705882356, 242.11764705882356)"
0.35,10,h,2531,1.14,4.41e-06,"rgb(211.37254901960785, 211.37254901960785, 246.37254901960785)"
0.35,11,h,2198,1.12,0.000486,"rgb(215.2156862745098, 215.2156862745098, 246.21568627450984)"
0.35,12,h,1781,1.06,0.113,"rgb(230.58823529411765, 230.58823529411765, 245.58823529411765)"
0.35,13,h,1649,1.27,3.67e-11,"rgb(178.7058823529412, 178.7058823529412, 247.7058823529412)"
0.35,14,h,1377,0.96,0.378,"rgb(245.4313725490196, 234.4313725490196, 234.4313725490196)"
0.35,15,h,1257,1.11,0.015,"rgb(217.1372549019608, 217.1372549019608, 246.13725490196077)"
0.35,16,h,980,1.09,0.0818,"rgb(222.90196078431373, 222.90196078431373, 245.90196078431373)"
0.35,17,h,958,1.14,0.00555,"rgb(211.37254901960785, 211.37254901960785, 246.37254901960785)"
0.35,18,h,908,1.3,6.92e-08,"rgb(171.01960784313727, 171.01960784313727, 248.01960784313727)"
0.35,19,h,790,1.29,1.5e-06,"rgb(172.94117647058823, 172.94117647058823, 247.94117647058823)"
0.35,20,h,717,1.45,1.03e-11,"rgb(134.50980392156865, 134.50980392156865, 249.50980392156862)"
0.35,21,h,711,1.42,1.75e-10,"rgb(142.19607843137257, 142.19607843137257, 249.19607843137254)"
0.35,22,h,609,1.45,3.98e-10,"rgb(134.50980392156865, 134.50980392156865, 249.50980392156862)"
0.35,23,h,567,1.77,5.02e-21,"rgb(55.725490196078425, 55.725490196078425, 252.72549019607843)"
0.35,24,h,496,1.19,0.00752,"rgb(197.921568627451, 197.921568627451, 246.921568627451)"
0.35,25,h,507,1.1,0.146,"rgb(220.98039215686273, 220.98039215686273, 245.98039215686273)"
0.35,26,h,517,1.52,5.88e-11,"rgb(117.2156862745098, 117.2156862745098, 250.2156862745098)"
0.35,27,h,413,1.67,4.62e-13,"rgb(80.70588235294119, 80.70588235294119, 251.70588235294116)"
0.35,28,h,439,1.19,0.0155,"rgb(197.921568627451, 197.921568627451, 246.921568627451)"
0.35,29,h,449,1.62,1.05e-12,"rgb(92.23529411764707, 92.23529411764707, 251.23529411764707)"
0.35,30,h,381,1.18,0.0286,"rgb(199.84313725490196, 199.84313725490196, 246.84313725490196)"
0.35,31,h,340,1.19,0.0317,"rgb(197.921568627451, 197.921568627451, 246.921568627451)"
0.35,32,h,264,1.09,0.34,"rgb(222.90196078431373, 222.90196078431373, 245.90196078431373)"
0.35,33,h,191,1.32,0.00822,"rgb(167.1764705882353, 167.1764705882353, 248.1764705882353)"
0.35,34,h,193,1.27,0.0241,"rgb(178.7058823529412, 178.7058823529412, 247.7058823529412)"
0.35,35,h,136,1.06,0.643,"rgb(230.58823529411765, 230.58823529411765, 245.58823529411765)"
0.35,36,h,156,1.27,0.0392,"rgb(178.7058823529412, 178.7058823529412, 247.7058823529412)"
0.35,37,h,125,1.89,5.32e-07,"rgb(26.901960784313736, 26.901960784313736, 253.90196078431373)"
0.35,38,h,110,1.4,0.0145,"rgb(146.0392156862745, 146.0392156862745, 249.0392156862745)"
0.35,39,h,94,2.2,6.23e-08,"rgb(0.0, 0.0, 255.0)"
0.35,40,h,75,0.87,0.496,"rgb(246.29411764705884, 213.29411764705884, 213.29411764705884)"
0.35,41,h,55,1.35,0.122,"rgb(159.49019607843138, 159.49019607843138, 248.49019607843135)"
0.35,42,h,51,0.91,0.755,"rgb(245.90196078431373, 222.90196078431373, 222.90196078431373)"
0.35,43,h,35,1.38,0.164,"rgb(151.80392156862746, 151.80392156862746, 248.80392156862746)"
0.35,44,h,66,3.23,1.2e-11,"rgb(0.0, 0.0, 255.0)"
0.35,45,h,26,1.31,0.337,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.35,46,h,76,1.7,0.00131,"rgb(73.01960784313725, 73.01960784313725, 252.01960784313724)"
0.35,47,h,67,1.82,0.000706,"rgb(44.19607843137254, 44.19607843137254, 253.19607843137254)"
0.35,48,h,68,3.13,2.01e-11,"rgb(0.0, 0.0, 255.0)"
0.35,49,h,22,0.13,5.57e-05,"rgb(253.7450980392157, 30.745098039215684, 30.745098039215684)"
0.35,50,h,39,1.52,0.0583,"rgb(117.2156862745098, 117.2156862745098, 250.2156862745098)"
0.35,51,h,49,1.06,0.741,"rgb(230.58823529411765, 230.58823529411765, 245.58823529411765)"
0.35,52,h,39,2.09,0.000964,"rgb(0.0, 0.0, 255.0)"
0.35,53,h,29,1.06,0.774,"rgb(230.58823529411765, 230.58823529411765, 245.58823529411765)"
0.35,54,h,61,4.0,1.45e-14,"rgb(0.0, 0.0, 255.0)"
0.35,55,h,23,1.2,0.507,"rgb(196.0, 196.0, 247.0)"
0.35,56,h,18,1.63,0.15,"rgb(90.31372549019609, 90.31372549019609, 251.31372549019608)"
0.35,57,h,18,6.53,2.36e-08,"rgb(0.0, 0.0, 255.0)"
0.35,58,h,22,0.38,0.0249,"rgb(251.23529411764707, 92.23529411764707, 92.23529411764707)"
0.35,59,h,16,2.87,0.00205,"rgb(0.0, 0.0, 255.0)"
0.35,60,h,15,1.49,0.271,"rgb(124.90196078431373, 124.90196078431373, 249.90196078431373)"
0.35,61,h,36,2.61,3.4e-05,"rgb(0.0, 0.0, 255.0)"
0.35,62,h,11,0.13,0.00967,"rgb(253.7450980392157, 30.745098039215684, 30.745098039215684)"
0.35,63,h,10,0.33,0.105,"rgb(251.70588235294116, 80.70588235294117, 80.70588235294117)"
0.35,64,h,11,13.05,9.59e-09,"rgb(0.0, 0.0, 255.0)"
0.35,65,h,9,10.44,1.49e-06,"rgb(0.0, 0.0, 255.0)"
0.35,66,h,2,1.31,0.535,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.35,68,h,50,20.45,3.86e-44,"rgb(0.0, 0.0, 255.0)"
0.35,69,h,32,9.14,7.06e-18,"rgb(0.0, 0.0, 255.0)"
0.35,70,h,6,0.26,0.199,"rgb(252.41176470588235, 63.41176470588235, 63.41176470588235)"
0.35,71,h,6,0.65,0.776,"rgb(248.49019607843135, 159.49019607843138, 159.49019607843138)"
0.35,73,h,3,0.65,1.0,"rgb(248.49019607843135, 159.49019607843138, 159.49019607843138)"
0.35,74,h,2,1.31,0.535,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.35,75,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.35,76,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.35,78,h,11,5.87,3.27e-05,"rgb(0.0, 0.0, 255.0)"
0.35,79,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.35,80,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.35,82,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.35,83,h,18,10.44,1.05e-11,"rgb(0.0, 0.0, 255.0)"
0.35,85,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.35,87,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.35,90,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.35,91,h,16,0.78,0.717,"rgb(247.23529411764704, 190.23529411764704, 190.23529411764704)"
0.35,92,h,3,2.61,0.179,"rgb(0.0, 0.0, 255.0)"
0.35,94,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.36,1,h,1278,0.81,7.39e-07,"rgb(246.921568627451, 197.921568627451, 197.921568627451)"
0.36,2,h,983,0.82,8.15e-05,"rgb(246.84313725490196, 199.84313725490196, 199.84313725490196)"
0.36,3,h,4287,0.76,5.44e-32,"rgb(247.3921568627451, 186.3921568627451, 186.3921568627451)"
0.36,4,h,3224,0.86,3.92e-08,"rgb(246.37254901960785, 211.37254901960787, 211.37254901960787)"
0.36,5,h,3209,0.85,3.48e-09,"rgb(246.52941176470588, 207.52941176470588, 207.52941176470588)"
0.36,6,h,3688,1.02,0.34,"rgb(240.19607843137254, 240.19607843137254, 245.19607843137257)"
0.36,7,h,3253,0.97,0.316,"rgb(245.27450980392157, 238.27450980392157, 238.27450980392157)"
0.36,8,h,2824,1.0,1.0,"rgb(244.0392156862745, 244.0392156862745, 245.03921568627453)"
0.36,9,h,2710,1.02,0.483,"rgb(240.19607843137254, 240.19607843137254, 245.19607843137257)"
0.36,10,h,2500,1.16,4.85e-07,"rgb(205.60784313725495, 205.60784313725495, 246.60784313725492)"
0.36,11,h,2083,1.08,0.0154,"rgb(224.82352941176472, 224.82352941176472, 245.8235294117647)"
0.36,12,h,1643,1.11,0.00361,"rgb(217.1372549019608, 217.1372549019608, 246.13725490196077)"
0.36,13,h,1610,1.3,6.91e-13,"rgb(171.01960784313727, 171.01960784313727, 248.01960784313727)"
0.36,14,h,1318,0.95,0.196,"rgb(245.50980392156865, 232.50980392156862, 232.50980392156862)"
0.36,15,h,1200,1.15,0.00111,"rgb(207.52941176470588, 207.52941176470588, 246.52941176470588)"
0.36,16,h,973,1.08,0.0998,"rgb(224.82352941176472, 224.82352941176472, 245.8235294117647)"
0.36,17,h,920,1.21,7.81e-05,"rgb(194.07843137254903, 194.07843137254903, 247.078431372549)"
0.36,18,h,828,1.26,5.64e-06,"rgb(180.62745098039215, 180.62745098039215, 247.62745098039218)"
0.36,19,h,798,1.42,8.53e-12,"rgb(142.19607843137257, 142.19607843137257, 249.19607843137254)"
0.36,20,h,663,1.44,9.18e-11,"rgb(136.4313725490196, 136.4313725490196, 249.4313725490196)"
0.36,21,h,709,1.4,7.46e-10,"rgb(146.0392156862745, 146.0392156862745, 249.0392156862745)"
0.36,22,h,542,1.47,7.46e-10,"rgb(128.74509803921572, 128.74509803921572, 249.7450980392157)"
0.36,23,h,536,1.57,3.6e-13,"rgb(105.68627450980392, 105.68627450980392, 250.68627450980392)"
0.36,24,h,500,1.43,5.77e-08,"rgb(138.35294117647058, 138.35294117647058, 249.35294117647058)"
0.36,25,h,466,0.98,0.833,"rgb(245.19607843137257, 240.19607843137254, 240.19607843137254)"
0.36,26,h,452,1.46,2.29e-08,"rgb(132.58823529411765, 132.58823529411765, 249.58823529411765)"
0.36,27,h,393,1.98,1.9600000000000003e-21,"rgb(3.8431372549019787, 3.8431372549019787, 254.84313725490196)"
0.36,28,h,442,1.15,0.0475,"rgb(207.52941176470588, 207.52941176470588, 246.52941176470588)"
0.36,29,h,445,1.67,4.49e-14,"rgb(80.70588235294119, 80.70588235294119, 251.70588235294116)"
0.36,30,h,354,1.14,0.0955,"rgb(211.37254901960785, 211.37254901960785, 246.37254901960785)"
0.36,31,h,321,1.36,0.000145,"rgb(155.64705882352942, 155.64705882352942, 248.64705882352942)"
0.36,32,h,255,1.02,0.811,"rgb(240.19607843137254, 240.19607843137254, 245.19607843137257)"
0.36,33,h,171,1.26,0.0369,"rgb(180.62745098039215, 180.62745098039215, 247.62745098039218)"
0.36,34,h,161,1.03,0.763,"rgb(238.27450980392157, 238.27450980392157, 245.27450980392157)"
0.36,35,h,134,1.16,0.248,"rgb(205.60784313725495, 205.60784313725495, 246.60784313725492)"
0.36,36,h,141,1.48,0.00116,"rgb(126.82352941176471, 126.82352941176471, 249.82352941176472)"
0.36,37,h,125,1.51,0.00153,"rgb(119.1372549019608, 119.1372549019608, 250.1372549019608)"
0.36,38,h,123,1.67,8.91e-05,"rgb(80.70588235294119, 80.70588235294119, 251.70588235294116)"
0.36,39,h,82,2.04,6.19e-06,"rgb(0.0, 0.0, 255.0)"
0.36,40,h,67,0.94,0.854,"rgb(245.58823529411765, 230.58823529411765, 230.58823529411765)"
0.36,41,h,58,1.31,0.166,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.36,42,h,32,0.51,0.0413,"rgb(249.90196078431373, 124.90196078431372, 124.90196078431372)"
0.36,43,h,35,1.38,0.164,"rgb(151.80392156862746, 151.80392156862746, 248.80392156862746)"
0.36,44,h,67,3.3,3.61e-12,"rgb(0.0, 0.0, 255.0)"
0.36,45,h,34,1.16,0.5,"rgb(205.60784313725495, 205.60784313725495, 246.60784313725492)"
0.36,46,h,58,1.99,0.000192,"rgb(1.9215686274509753, 1.9215686274509753, 254.921568627451)"
0.36,47,h,56,2.35,4.92e-06,"rgb(0.0, 0.0, 255.0)"
0.36,48,h,67,2.67,9.92e-09,"rgb(0.0, 0.0, 255.0)"
0.36,49,h,24,0.26,0.00125,"rgb(252.41176470588235, 63.41176470588235, 63.41176470588235)"
0.36,50,h,44,2.07,0.000681,"rgb(0.0, 0.0, 255.0)"
0.36,51,h,25,0.51,0.0776,"rgb(249.90196078431373, 124.90196078431372, 124.90196078431372)"
0.36,52,h,35,2.85,8.67e-06,"rgb(0.0, 0.0, 255.0)"
0.36,53,h,34,1.86,0.00872,"rgb(32.666666666666664, 32.666666666666664, 253.66666666666669)"
0.36,54,h,60,4.29,1.28e-15,"rgb(0.0, 0.0, 255.0)"
0.36,55,h,13,0.58,0.342,"rgb(249.19607843137254, 142.19607843137254, 142.19607843137254)"
0.36,56,h,18,1.63,0.15,"rgb(90.31372549019609, 90.31372549019609, 251.31372549019608)"
0.36,57,h,19,6.96,3.36e-09,"rgb(0.0, 0.0, 255.0)"
0.36,58,h,25,0.61,0.209,"rgb(248.8823529411765, 149.8823529411765, 149.8823529411765)"
0.36,59,h,11,3.48,0.00258,"rgb(0.0, 0.0, 255.0)"
0.36,60,h,15,1.49,0.271,"rgb(124.90196078431373, 124.90196078431373, 249.90196078431373)"
0.36,61,h,33,2.61,7.03e-05,"rgb(0.0, 0.0, 255.0)"
0.36,62,h,10,0.15,0.0194,"rgb(253.50980392156865, 36.509803921568626, 36.509803921568626)"
0.36,63,h,9,0.37,0.192,"rgb(251.31372549019608, 90.31372549019609, 90.31372549019609)"
0.36,64,h,11,13.05,9.59e-09,"rgb(0.0, 0.0, 255.0)"
0.36,65,h,9,10.44,1.49e-06,"rgb(0.0, 0.0, 255.0)"
0.36,66,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.36,67,h,5,5.22,0.00784,"rgb(0.0, 0.0, 255.0)"
0.36,68,h,49,30.67,4.32e-52,"rgb(0.0, 0.0, 255.0)"
