Hydrophobicity cutoff,Blob length,Blob hydrophobicity  class,total SNPs,Enrichment,p value,color
0.39,48,h,21,1.44,0.205,"rgb(136.4313725490196, 136.4313725490196, 249.4313725490196)"
0.39,49,h,16,0.59,0.3,"rgb(249.11764705882354, 144.11764705882354, 144.11764705882354)"
0.39,50,h,14,2.35,0.0167,"rgb(0.0, 0.0, 255.0)"
0.39,51,h,13,0.82,0.84,"rgb(246.84313725490196, 199.84313725490196, 199.84313725490196)"
0.39,52,h,18,3.39,0.000182,"rgb(0.0, 0.0, 255.0)"
0.39,53,h,53,8.58,3.36e-27,"rgb(0.0, 0.0, 255.0)"
0.39,54,h,12,1.31,0.477,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.39,55,h,23,3.7,6.91e-06,"rgb(0.0, 0.0, 255.0)"
0.39,56,h,7,3.26,0.0201,"rgb(0.0, 0.0, 255.0)"
0.39,57,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.39,58,h,11,1.57,0.294,"rgb(105.68627450980392, 105.68627450980392, 250.68627450980392)"
0.39,61,h,17,20.88,3.27e-16,"rgb(0.0, 0.0, 255.0)"
0.39,62,h,3,0.0,0.184,"rgb(255.0, 0.0, 0.0)"
0.39,63,h,50,63.95,1.6099999999999998e-69,"rgb(0.0, 0.0, 255.0)"
0.39,65,h,8,3.92,0.00493,"rgb(0.0, 0.0, 255.0)"
0.39,67,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.39,68,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.39,69,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.39,70,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.39,75,h,10,11.75,1.26e-07,"rgb(0.0, 0.0, 255.0)"
0.39,77,h,2,1.31,0.535,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.39,79,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.39,83,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.39,85,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.4,1,h,1769,0.88,0.00066,"rgb(246.21568627450984, 215.2156862745098, 215.2156862745098)"
0.4,2,h,1696,0.79,1.29e-10,"rgb(247.078431372549, 194.078431372549, 194.078431372549)"
0.4,3,h,4679,0.81,1.19e-21,"rgb(246.921568627451, 197.921568627451, 197.921568627451)"
0.4,4,h,3865,0.95,0.0356,"rgb(245.50980392156865, 232.50980392156862, 232.50980392156862)"
0.4,5,h,3477,0.92,0.000583,"rgb(245.8235294117647, 224.8235294117647, 224.8235294117647)"
0.4,6,h,3627,1.06,0.0159,"rgb(230.58823529411765, 230.58823529411765, 245.58823529411765)"
0.4,7,h,2983,1.11,0.000126,"rgb(217.1372549019608, 217.1372549019608, 246.13725490196077)"
0.4,8,h,2543,1.07,0.0172,"rgb(228.66666666666669, 228.66666666666669, 245.66666666666669)"
0.4,9,h,2197,1.1,0.00349,"rgb(220.98039215686273, 220.98039215686273, 245.98039215686273)"
0.4,10,h,1969,1.23,2.71e-10,"rgb(188.31372549019608, 188.31372549019608, 247.31372549019608)"
0.4,11,h,1541,1.23,3.96e-08,"rgb(188.31372549019608, 188.31372549019608, 247.31372549019608)"
0.4,12,h,1227,1.24,1.78e-07,"rgb(186.3921568627451, 186.3921568627451, 247.3921568627451)"
0.4,13,h,1041,1.31,2.09e-09,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.4,14,h,885,1.38,4.76e-11,"rgb(151.80392156862746, 151.80392156862746, 248.80392156862746)"
0.4,15,h,756,1.31,5.85e-07,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.4,16,h,732,1.16,0.00555,"rgb(205.60784313725495, 205.60784313725495, 246.60784313725492)"
0.4,17,h,596,1.52,1.46e-12,"rgb(117.2156862745098, 117.2156862745098, 250.2156862745098)"
0.4,18,h,554,1.3,3.11e-05,"rgb(171.01960784313727, 171.01960784313727, 248.01960784313727)"
0.4,19,h,435,1.26,0.000906,"rgb(180.62745098039215, 180.62745098039215, 247.62745098039218)"
0.4,20,h,463,1.39,1.1e-06,"rgb(149.88235294117646, 149.88235294117646, 248.8823529411765)"
0.4,21,h,463,1.15,0.0406,"rgb(207.52941176470588, 207.52941176470588, 246.52941176470588)"
0.4,22,h,348,1.43,4.45e-06,"rgb(138.35294117647058, 138.35294117647058, 249.35294117647058)"
0.4,23,h,406,1.45,2.2e-07,"rgb(134.50980392156865, 134.50980392156865, 249.50980392156862)"
0.4,24,h,318,1.66,3.53e-10,"rgb(82.62745098039221, 82.62745098039221, 251.62745098039215)"
0.4,25,h,322,1.42,1.38e-05,"rgb(142.19607843137257, 142.19607843137257, 249.19607843137254)"
0.4,26,h,285,1.53,6.67e-07,"rgb(115.29411764705883, 115.29411764705883, 250.29411764705884)"
0.4,27,h,248,1.61,2.14e-07,"rgb(94.15686274509804, 94.15686274509804, 251.15686274509804)"
0.4,28,h,290,1.93,5.76e-15,"rgb(15.37254901960783, 15.37254901960783, 254.37254901960782)"
0.4,29,h,269,1.12,0.216,"rgb(215.2156862745098, 215.2156862745098, 246.21568627450984)"
0.4,30,h,177,0.76,0.023,"rgb(247.3921568627451, 186.3921568627451, 186.3921568627451)"
0.4,31,h,199,1.46,0.000243,"rgb(132.58823529411765, 132.58823529411765, 249.58823529411765)"
0.4,32,h,129,2.28,5.25e-11,"rgb(0.0, 0.0, 255.0)"
0.4,33,h,92,2.13,3.22e-07,"rgb(0.0, 0.0, 255.0)"
0.4,34,h,61,0.69,0.0854,"rgb(248.09803921568627, 169.09803921568627, 169.09803921568627)"
0.4,35,h,79,1.21,0.245,"rgb(194.07843137254903, 194.07843137254903, 247.078431372549)"
0.4,36,h,63,2.12,2.1e-05,"rgb(0.0, 0.0, 255.0)"
0.4,37,h,42,1.19,0.394,"rgb(197.921568627451, 197.921568627451, 246.921568627451)"
0.4,38,h,18,0.16,0.000838,"rgb(253.4313725490196, 38.43137254901961, 38.43137254901961)"
0.4,39,h,25,1.66,0.0802,"rgb(82.62745098039221, 82.62745098039221, 251.62745098039215)"
0.4,40,h,43,2.0,0.00121,"rgb(0.0, 0.0, 255.0)"
0.4,41,h,15,0.65,0.467,"rgb(248.49019607843135, 159.49019607843138, 159.49019607843138)"
0.4,42,h,10,0.56,0.51,"rgb(249.4313725490196, 136.4313725490196, 136.4313725490196)"
0.4,43,h,9,1.04,0.797,"rgb(234.4313725490196, 234.4313725490196, 245.4313725490196)"
0.4,44,h,38,2.0,0.0026,"rgb(0.0, 0.0, 255.0)"
0.4,45,h,56,6.82,1.16e-23,"rgb(0.0, 0.0, 255.0)"
0.4,46,h,48,3.51,5.44e-10,"rgb(0.0, 0.0, 255.0)"
0.4,47,h,16,2.18,0.0295,"rgb(0.0, 0.0, 255.0)"
0.4,48,h,17,1.16,0.568,"rgb(205.60784313725495, 205.60784313725495, 246.60784313725492)"
0.4,49,h,9,0.0,0.00183,"rgb(255.0, 0.0, 0.0)"
0.4,50,h,14,3.26,0.00129,"rgb(0.0, 0.0, 255.0)"
0.4,51,h,10,0.15,0.0194,"rgb(253.50980392156865, 36.509803921568626, 36.509803921568626)"
0.4,52,h,8,3.92,0.00493,"rgb(0.0, 0.0, 255.0)"
0.4,53,h,51,12.01,2.84e-33,"rgb(0.0, 0.0, 255.0)"
0.4,54,h,7,0.0,0.00831,"rgb(255.0, 0.0, 0.0)"
0.4,55,h,4,0.44,0.735,"rgb(250.6078431372549, 107.6078431372549, 107.6078431372549)"
0.4,56,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.4,58,h,9,1.63,0.242,"rgb(90.31372549019609, 90.31372549019609, 251.31372549019608)"
0.4,61,h,17,20.88,3.27e-16,"rgb(0.0, 0.0, 255.0)"
0.4,62,h,3,0.0,0.184,"rgb(255.0, 0.0, 0.0)"
0.4,63,h,50,63.95,1.6099999999999998e-69,"rgb(0.0, 0.0, 255.0)"
0.4,64,h,2,1.31,0.535,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.4,65,h,8,3.92,0.00493,"rgb(0.0, 0.0, 255.0)"
0.4,67,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.4,68,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.4,69,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.4,70,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.4,73,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.4,83,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.4,85,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.41,1,h,1932,0.88,0.000186,"rgb(246.21568627450984, 215.2156862745098, 215.2156862745098)"
0.41,2,h,1923,0.75,3.86e-16,"rgb(247.47058823529414, 184.47058823529414, 184.47058823529414)"
0.41,3,h,4944,0.85,4.58e-15,"rgb(246.52941176470588, 207.52941176470588, 207.52941176470588)"
0.41,4,h,3894,0.99,0.541,"rgb(245.11764705882354, 242.11764705882356, 242.11764705882356)"
0.41,5,h,3563,0.96,0.15,"rgb(245.4313725490196, 234.4313725490196, 234.4313725490196)"
0.41,6,h,3562,1.12,1.43e-06,"rgb(215.2156862745098, 215.2156862745098, 246.21568627450984)"
0.41,7,h,2832,1.12,3.8e-05,"rgb(215.2156862745098, 215.2156862745098, 246.21568627450984)"
0.41,8,h,2242,1.06,0.0534,"rgb(230.58823529411765, 230.58823529411765, 245.58823529411765)"
0.41,9,h,1979,1.19,1.33e-07,"rgb(197.921568627451, 197.921568627451, 246.921568627451)"
0.41,10,h,1709,1.23,5.63e-09,"rgb(188.31372549019608, 188.31372549019608, 247.31372549019608)"
0.41,11,h,1261,1.4,1.48e-16,"rgb(146.0392156862745, 146.0392156862745, 249.0392156862745)"
0.41,12,h,1060,1.42,2.59e-15,"rgb(142.19607843137257, 142.19607843137257, 249.19607843137254)"
0.41,13,h,812,1.27,2.88e-06,"rgb(178.7058823529412, 178.7058823529412, 247.7058823529412)"
0.41,14,h,753,1.49,7.06e-14,"rgb(124.90196078431373, 124.90196078431373, 249.90196078431373)"
0.41,15,h,650,1.38,1.86e-08,"rgb(151.80392156862746, 151.80392156862746, 248.80392156862746)"
0.41,16,h,644,1.22,0.000678,"rgb(190.23529411764704, 190.23529411764704, 247.23529411764704)"
0.41,17,h,476,1.31,6.96e-05,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.41,18,h,457,1.48,7.68e-09,"rgb(126.82352941176471, 126.82352941176471, 249.82352941176472)"
0.41,19,h,391,1.35,4.17e-05,"rgb(159.49019607843138, 159.49019607843138, 248.49019607843135)"
0.41,20,h,366,1.38,2.51e-05,"rgb(151.80392156862746, 151.80392156862746, 248.80392156862746)"
0.41,21,h,348,1.09,0.299,"rgb(222.90196078431373, 222.90196078431373, 245.90196078431373)"
0.41,22,h,273,1.48,8.07e-06,"rgb(126.82352941176471, 126.82352941176471, 249.82352941176472)"
0.41,23,h,364,1.95,5.13e-19,"rgb(11.529411764705909, 11.529411764705909, 254.52941176470588)"
0.41,24,h,284,1.81,2.98e-12,"rgb(46.11764705882352, 46.11764705882352, 253.1176470588235)"
0.41,25,h,273,1.71,5.6e-10,"rgb(71.09803921568628, 71.09803921568628, 252.0980392156863)"
0.41,26,h,274,1.98,3.35e-15,"rgb(3.8431372549019787, 3.8431372549019787, 254.84313725490196)"
0.41,27,h,212,1.23,0.0371,"rgb(188.31372549019608, 188.31372549019608, 247.31372549019608)"
0.41,28,h,241,2.4,1.43e-21,"rgb(0.0, 0.0, 255.0)"
0.41,29,h,169,1.07,0.553,"rgb(228.66666666666669, 228.66666666666669, 245.66666666666669)"
0.41,30,h,96,0.51,0.000142,"rgb(249.90196078431373, 124.90196078431372, 124.90196078431372)"
0.41,31,h,151,1.36,0.00938,"rgb(155.64705882352942, 155.64705882352942, 248.64705882352942)"
0.41,32,h,101,2.26,8.12e-09,"rgb(0.0, 0.0, 255.0)"
0.41,33,h,73,1.87,0.000151,"rgb(30.745098039215687, 30.745098039215687, 253.7450980392157)"
0.41,34,h,42,0.36,0.000435,"rgb(251.3921568627451, 88.3921568627451, 88.3921568627451)"
0.41,35,h,97,3.38,1.48e-17,"rgb(0.0, 0.0, 255.0)"
0.41,36,h,31,1.58,0.0646,"rgb(101.84313725490195, 101.84313725490195, 250.84313725490196)"
0.41,37,h,56,5.34,9.98e-19,"rgb(0.0, 0.0, 255.0)"
0.41,38,h,15,0.65,0.467,"rgb(248.49019607843135, 159.49019607843138, 159.49019607843138)"
0.41,39,h,35,3.26,5.47e-07,"rgb(0.0, 0.0, 255.0)"
0.41,40,h,17,4.24,2.01e-05,"rgb(0.0, 0.0, 255.0)"
0.41,41,h,9,0.65,0.64,"rgb(248.49019607843135, 159.49019607843138, 159.49019607843138)"
0.41,42,h,9,10.44,1.49e-06,"rgb(0.0, 0.0, 255.0)"
0.41,43,h,9,0.37,0.192,"rgb(251.31372549019608, 90.31372549019609, 90.31372549019609)"
0.41,44,h,30,1.71,0.0368,"rgb(71.09803921568628, 71.09803921568628, 252.0980392156863)"
0.41,45,h,4,1.31,0.669,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.41,46,h,9,1.04,0.797,"rgb(234.4313725490196, 234.4313725490196, 245.4313725490196)"
0.41,47,h,16,5.66,9.61e-07,"rgb(0.0, 0.0, 255.0)"
0.41,48,h,3,0.65,1.0,"rgb(248.49019607843135, 159.49019607843138, 159.49019607843138)"
0.41,49,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.41,50,h,11,5.87,3.27e-05,"rgb(0.0, 0.0, 255.0)"
0.41,52,h,9,10.44,1.49e-06,"rgb(0.0, 0.0, 255.0)"
0.41,53,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.41,54,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.41,55,h,3,0.0,0.184,"rgb(255.0, 0.0, 0.0)"
0.41,56,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.41,60,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.41,61,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.41,64,h,2,1.31,0.535,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.41,65,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.41,66,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.41,73,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.41,85,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.42,1,h,1994,0.91,0.00384,"rgb(245.90196078431373, 222.90196078431373, 222.90196078431373)"
0.42,2,h,1967,0.75,2.66e-16,"rgb(247.47058823529414, 184.47058823529414, 184.47058823529414)"
0.42,3,h,5100,0.84,1.53e-16,"rgb(246.60784313725492, 205.60784313725492, 205.60784313725492)"
0.42,4,h,3896,1.01,0.764,"rgb(242.11764705882354, 242.11764705882354, 245.11764705882354)"
0.42,5,h,3586,1.0,0.948,"rgb(244.0392156862745, 244.0392156862745, 245.03921568627453)"
0.42,6,h,3510,1.11,3.7e-05,"rgb(217.1372549019608, 217.1372549019608, 246.13725490196077)"
0.42,7,h,2751,1.1,0.000467,"rgb(220.98039215686273, 220.98039215686273, 245.98039215686273)"
0.42,8,h,2225,1.11,0.00118,"rgb(217.1372549019608, 217.1372549019608, 246.13725490196077)"
0.42,9,h,1975,1.24,6.48e-11,"rgb(186.3921568627451, 186.3921568627451, 247.3921568627451)"
0.42,10,h,1559,1.21,1.98e-07,"rgb(194.07843137254903, 194.07843137254903, 247.078431372549)"
0.42,11,h,1203,1.45,7.34e-19,"rgb(134.50980392156865, 134.50980392156865, 249.50980392156862)"
0.42,12,h,984,1.32,2.5e-09,"rgb(167.1764705882353, 167.1764705882353, 248.1764705882353)"
0.42,13,h,747,1.32,1.77e-07,"rgb(167.1764705882353, 167.1764705882353, 248.1764705882353)"
0.42,14,h,712,1.4,5.3e-10,"rgb(146.0392156862745, 146.0392156862745, 249.0392156862745)"
0.42,15,h,571,1.25,0.000327,"rgb(182.54901960784315, 182.54901960784315, 247.54901960784315)"
0.42,16,h,586,1.26,0.000131,"rgb(180.62745098039215, 180.62745098039215, 247.62745098039218)"
0.42,17,h,444,1.38,4.04e-06,"rgb(151.80392156862746, 151.80392156862746, 248.80392156862746)"
0.42,18,h,437,1.44,1.84e-07,"rgb(136.4313725490196, 136.4313725490196, 249.4313725490196)"
0.42,19,h,388,1.43,1.21e-06,"rgb(138.35294117647058, 138.35294117647058, 249.35294117647058)"
0.42,20,h,302,1.34,0.000508,"rgb(161.41176470588238, 161.41176470588238, 248.41176470588235)"
0.42,21,h,321,1.13,0.137,"rgb(213.2941176470588, 213.2941176470588, 246.29411764705884)"
0.42,22,h,283,1.67,2e-09,"rgb(80.70588235294119, 80.70588235294119, 251.70588235294116)"
0.42,23,h,334,2.02,1.92e-19,"rgb(0.0, 0.0, 255.0)"
0.42,24,h,279,2.01,4.55e-16,"rgb(0.0, 0.0, 255.0)"
0.42,25,h,223,1.47,8.78e-05,"rgb(128.74509803921572, 128.74509803921572, 249.7450980392157)"
0.42,26,h,250,2.09,2.83e-16,"rgb(0.0, 0.0, 255.0)"
0.42,27,h,214,1.38,0.00112,"rgb(151.80392156862746, 151.80392156862746, 248.80392156862746)"
0.42,28,h,213,2.72,3.75e-25,"rgb(0.0, 0.0, 255.0)"
0.42,29,h,135,1.01,0.896,"rgb(242.11764705882354, 242.11764705882354, 245.11764705882354)"
0.42,30,h,76,0.76,0.16,"rgb(247.3921568627451, 186.3921568627451, 186.3921568627451)"
0.42,31,h,142,1.34,0.0164,"rgb(161.41176470588238, 161.41176470588238, 248.41176470588235)"
0.42,32,h,100,2.42,3.77e-10,"rgb(0.0, 0.0, 255.0)"
0.42,33,h,66,1.89,0.000252,"rgb(26.901960784313736, 26.901960784313736, 253.90196078431373)"
0.42,34,h,37,0.3,0.00022,"rgb(252.01960784313724, 73.01960784313725, 73.01960784313725)"
0.42,35,h,77,5.87,1.0600000000000002e-27,"rgb(0.0, 0.0, 255.0)"
0.42,36,h,29,1.85,0.0187,"rgb(36.50980392156864, 36.50980392156864, 253.50980392156865)"
0.42,37,h,55,4.68,5.64e-16,"rgb(0.0, 0.0, 255.0)"
0.42,38,h,10,1.31,0.443,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.42,39,h,14,1.74,0.151,"rgb(63.411764705882355, 63.411764705882355, 252.41176470588235)"
0.42,40,h,21,5.55,2.92e-08,"rgb(0.0, 0.0, 255.0)"
0.42,41,h,9,0.37,0.192,"rgb(251.31372549019608, 90.31372549019609, 90.31372549019609)"
0.42,42,h,9,10.44,1.49e-06,"rgb(0.0, 0.0, 255.0)"
0.42,43,h,8,0.44,0.345,"rgb(250.6078431372549, 107.6078431372549, 107.6078431372549)"
0.42,44,h,13,2.09,0.0634,"rgb(0.0, 0.0, 255.0)"
0.42,45,h,4,1.31,0.669,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.42,46,h,6,0.26,0.199,"rgb(252.41176470588235, 63.41176470588235, 63.41176470588235)"
0.42,47,h,13,15.66,4.21e-11,"rgb(0.0, 0.0, 255.0)"
0.42,48,h,3,0.65,1.0,"rgb(248.49019607843135, 159.49019607843138, 159.49019607843138)"
0.42,49,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.42,53,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.42,54,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.42,55,h,4,0.0,0.0835,"rgb(255.0, 0.0, 0.0)"
0.42,56,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.42,60,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.42,64,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.42,65,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.42,85,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.43,1,h,2044,0.92,0.0131,"rgb(245.8235294117647, 224.8235294117647, 224.8235294117647)"
0.43,2,h,2061,0.78,5.17e-13,"rgb(247.23529411764704, 190.23529411764704, 190.23529411764704)"
0.43,3,h,5254,0.87,2.62e-12,"rgb(246.29411764705884, 213.29411764705884, 213.29411764705884)"
0.43,4,h,3931,1.03,0.175,"rgb(238.27450980392157, 238.27450980392157, 245.27450980392157)"
0.43,5,h,3501,1.03,0.302,"rgb(238.27450980392157, 238.27450980392157, 245.27450980392157)"
0.43,6,h,3439,1.11,1.76e-05,"rgb(217.1372549019608, 217.1372549019608, 246.13725490196077)"
0.43,7,h,2599,1.07,0.0218,"rgb(228.66666666666669, 228.66666666666669, 245.66666666666669)"
0.43,8,h,2186,1.14,4.31e-05,"rgb(211.37254901960785, 211.37254901960785, 246.37254901960785)"
0.43,9,h,1826,1.21,4.63e-08,"rgb(194.07843137254903, 194.07843137254903, 247.078431372549)"
0.43,10,h,1442,1.29,3.48e-11,"rgb(172.94117647058823, 172.94117647058823, 247.94117647058823)"
0.43,11,h,1146,1.36,1.5e-12,"rgb(155.64705882352942, 155.64705882352942, 248.64705882352942)"
0.43,12,h,892,1.29,1.56e-07,"rgb(172.94117647058823, 172.94117647058823, 247.94117647058823)"
0.43,13,h,716,1.46,3.7e-12,"rgb(132.58823529411765, 132.58823529411765, 249.58823529411765)"
0.43,14,h,628,1.25,0.000156,"rgb(182.54901960784315, 182.54901960784315, 247.54901960784315)"
0.43,15,h,524,1.15,0.0254,"rgb(207.52941176470588, 207.52941176470588, 246.52941176470588)"
0.43,16,h,537,1.36,1.04e-06,"rgb(155.64705882352942, 155.64705882352942, 248.64705882352942)"
0.43,17,h,437,1.55,2.96e-10,"rgb(109.52941176470587, 109.52941176470587, 250.52941176470588)"
0.43,18,h,371,1.18,0.0328,"rgb(199.84313725490196, 199.84313725490196, 246.84313725490196)"
0.43,19,h,337,1.39,2.93e-05,"rgb(149.88235294117646, 149.88235294117646, 248.8823529411765)"
0.43,20,h,286,1.52,9.55e-07,"rgb(117.2156862745098, 117.2156862745098, 250.2156862745098)"
0.43,21,h,300,1.05,0.534,"rgb(232.50980392156862, 232.50980392156862, 245.50980392156865)"
0.43,22,h,242,1.82,8.55e-11,"rgb(44.19607843137254, 44.19607843137254, 253.19607843137254)"
0.43,23,h,315,2.21,4.01e-23,"rgb(0.0, 0.0, 255.0)"
0.43,24,h,277,2.17,1.16e-19,"rgb(0.0, 0.0, 255.0)"
0.43,25,h,203,1.43,0.000478,"rgb(138.35294117647058, 138.35294117647058, 249.35294117647058)"
0.43,26,h,235,2.35,3.66e-20,"rgb(0.0, 0.0, 255.0)"
0.43,27,h,191,1.7,3.2e-07,"rgb(73.01960784313725, 73.01960784313725, 252.01960784313724)"
0.43,28,h,180,2.31,2.65e-15,"rgb(0.0, 0.0, 255.0)"
0.43,29,h,121,1.16,0.252,"rgb(205.60784313725495, 205.60784313725495, 246.60784313725492)"
0.43,30,h,74,0.89,0.605,"rgb(246.1372549019608, 217.13725490196077, 217.13725490196077)"
0.43,31,h,125,1.46,0.00356,"rgb(132.58823529411765, 132.58823529411765, 249.58823529411765)"
0.43,32,h,78,2.09,4.9e-06,"rgb(0.0, 0.0, 255.0)"
0.43,33,h,44,1.31,0.22,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.43,34,h,35,0.98,1.0,"rgb(245.19607843137257, 240.19607843137254, 240.19607843137254)"
0.43,35,h,59,6.39,1.92e-23,"rgb(0.0, 0.0, 255.0)"
0.43,36,h,23,2.03,0.0124,"rgb(0.0, 0.0, 255.0)"
0.43,37,h,52,5.48,5.55e-18,"rgb(0.0, 0.0, 255.0)"
0.43,38,h,9,1.63,0.242,"rgb(90.31372549019609, 90.31372549019609, 251.31372549019608)"
0.43,39,h,10,3.05,0.00933,"rgb(0.0, 0.0, 255.0)"
0.43,40,h,14,7.83,8.55e-08,"rgb(0.0, 0.0, 255.0)"
0.43,41,h,6,0.26,0.199,"rgb(252.41176470588235, 63.41176470588235, 63.41176470588235)"
0.43,42,h,11,3.48,0.00258,"rgb(0.0, 0.0, 255.0)"
0.43,43,h,4,1.31,0.669,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.43,44,h,12,1.83,0.116,"rgb(40.352941176470594, 40.352941176470594, 253.3529411764706)"
0.43,45,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.43,46,h,6,0.0,0.0178,"rgb(255.0, 0.0, 0.0)"
0.43,47,h,11,13.05,9.59e-09,"rgb(0.0, 0.0, 255.0)"
0.43,54,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.43,55,h,4,0.0,0.0835,"rgb(255.0, 0.0, 0.0)"
0.43,60,h,1,0.0,1.0,"rgb(255.0, 0.0, 0.0)"
0.43,84,h,2,0.0,0.415,"rgb(255.0, 0.0, 0.0)"
0.44,1,h,2117,0.97,0.318,"rgb(245.27450980392157, 238.27450980392157, 238.27450980392157)"
0.44,2,h,2150,0.8,4.15e-11,"rgb(247.0, 196.0, 196.0)"
0.44,3,h,5339,0.89,3.93e-09,"rgb(246.1372549019608, 217.13725490196077, 217.13725490196077)"
0.44,4,h,3906,1.03,0.151,"rgb(238.27450980392157, 238.27450980392157, 245.27450980392157)"
0.44,5,h,3468,1.01,0.721,"rgb(242.11764705882354, 242.11764705882354, 245.11764705882354)"
0.44,6,h,3281,1.1,0.000146,"rgb(220.98039215686273, 220.98039215686273, 245.98039215686273)"
0.44,7,h,2511,1.1,0.00155,"rgb(220.98039215686273, 220.98039215686273, 245.98039215686273)"
0.44,8,h,2061,1.14,6.83e-05,"rgb(211.37254901960785, 211.37254901960785, 246.37254901960785)"
0.44,9,h,1684,1.25,3.65e-10,"rgb(182.54901960784315, 182.54901960784315, 247.54901960784315)"
0.44,10,h,1360,1.23,1.88e-07,"rgb(188.31372549019608, 188.31372549019608, 247.31372549019608)"
0.44,11,h,1082,1.3,3.4e-09,"rgb(171.01960784313727, 171.01960784313727, 248.01960784313727)"
0.44,12,h,826,1.28,1.29e-06,"rgb(176.7843137254902, 176.7843137254902, 247.7843137254902)"
0.44,13,h,638,1.42,1.5e-09,"rgb(142.19607843137257, 142.19607843137257, 249.19607843137254)"
0.44,14,h,564,1.29,4.37e-05,"rgb(172.94117647058823, 172.94117647058823, 247.94117647058823)"
0.44,15,h,483,1.17,0.0216,"rgb(203.68627450980395, 203.68627450980395, 246.68627450980392)"
0.44,16,h,468,1.48,4.5e-09,"rgb(126.82352941176471, 126.82352941176471, 249.82352941176472)"
0.44,17,h,387,1.47,2.05e-07,"rgb(128.74509803921572, 128.74509803921572, 249.7450980392157)"
0.44,18,h,323,1.16,0.0724,"rgb(205.60784313725495, 205.60784313725495, 246.60784313725492)"
0.44,19,h,325,1.45,4.64e-06,"rgb(134.50980392156865, 134.50980392156865, 249.50980392156862)"
0.44,20,h,277,1.5,3.35e-06,"rgb(121.05882352941178, 121.05882352941178, 250.05882352941177)"
0.44,21,h,284,1.07,0.436,"rgb(228.66666666666669, 228.66666666666669, 245.66666666666669)"
0.44,22,h,225,1.96,1.56e-12,"rgb(9.607843137254905, 9.607843137254905, 254.60784313725492)"
0.44,23,h,324,2.57,2.2e-33,"rgb(0.0, 0.0, 255.0)"
0.44,24,h,221,1.86,9.4e-11,"rgb(32.666666666666664, 32.666666666666664, 253.66666666666669)"
0.44,25,h,191,1.56,2.13e-05,"rgb(107.60784313725489, 107.60784313725489, 250.6078431372549)"
